테이블명,컬럼명,한글명,설명,데이터타입,컬럼타입,NULL허용,키워드,카테고리,중요도,search_text
insurance_consultation,consultation_type,consultation_타입,"consultation_타입 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(100),예,"type, 종류, 유형, 타입, consultation_type, consultation",📋 일반,보통,"insurance_consultation consultation_type consultation_타입 consultation_타입 (char 타입, yyyymmdd 형식 - to_date() 필요) type, 종류, 유형, 타입, consultation_type, consultation"
insurance_consultation,status,상태,"상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(100),예,"상태, 상황, status",📊 상태,보통,"insurance_consultation status 상태 상태 (char 타입, yyyymmdd 형식 - to_date() 필요) 상태, 상황, status"
insurance_consultation,policy_history_id,policy_history_ID,약관 ID,bigint,bigint(20),아니오,"아이디, policy_history_id, policy, history, 식별자, id",🔑 식별자,높음,"insurance_consultation policy_history_id policy_history_id 약관 id 아이디, policy_history_id, policy, history, 식별자, id"
insurance_consultation,promotion_id,promotion_ID,컨설팅 프로모션 타입 ex){파트너사명}_{프로모션명}_{프로모션 날짜},bigint,bigint(20),예,"아이디, promotion_id, 식별자, promotion, id",🔑 식별자,높음,"insurance_consultation promotion_id promotion_id 컨설팅 프로모션 타입 ex){파트너사명}_{프로모션명}_{프로모션 날짜} 아이디, promotion_id, 식별자, promotion, id"
insurance_consultation,address,주소,거주지역,varchar,varchar(255),예,address,📋 일반,보통,insurance_consultation address 주소 거주지역 address
insurance_consultation,send_to,send_to,보험상담 발송 대상 업체,varchar,varchar(255),예,"send_to, send, to",📋 일반,보통,"insurance_consultation send_to send_to 보험상담 발송 대상 업체 send_to, send, to"
insurance_consultation,sent_at,sent_at,전송 일시 (업체로 전송한 일시),datetime,datetime,예,"sent, at, sent_at",📋 일반,보통,"insurance_consultation sent_at sent_at 전송 일시 (업체로 전송한 일시) sent, at, sent_at"
insurance_consultation,deleted,삭제 여부,삭제 여부,bit,bit(1),예,deleted,⚙️ 시스템,낮음,insurance_consultation deleted 삭제 여부 삭제 여부 deleted
insurance_consultation,created_at,생성일시,생성 일시,datetime,datetime,예,"created, at, created_at",⚙️ 시스템,낮음,"insurance_consultation created_at 생성일시 생성 일시 created, at, created_at"
insurance_consultation,consultation_method,consultation_method,"상담 신청 방법(전화, 대면)",varchar,varchar(30),예,"consultation_method, method, consultation",📋 일반,보통,"insurance_consultation consultation_method consultation_method 상담 신청 방법(전화, 대면) consultation_method, method, consultation"
insurance_evaluation,insurance_evaluation_id,insurance_evaluation_ID,insurance_evaluation 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, insurance, insurance_evaluation_id, 식별자, evaluation, id",🔑 식별자,높음,"insurance_evaluation insurance_evaluation_id insurance_evaluation_id insurance_evaluation 테이블의 고유 식별자 (primary key) 아이디, insurance, insurance_evaluation_id, 식별자, evaluation, id"
insurance_evaluation,version,version,버전,bigint,bigint(20),아니오,version,📋 일반,낮음,insurance_evaluation version version 버전 version
insurance_evaluation,user_id,사용자 ID,유저 아이디,bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"insurance_evaluation user_id 사용자 id 유저 아이디 아이디, user_id, 식별자, id, user"
insurance_evaluation,age_group,age_group,연령대,varchar,varchar(20),아니오,"age, group, age_group",📋 일반,보통,"insurance_evaluation age_group age_group 연령대 age, group, age_group"
insurance_evaluation,user_age,user_age,유저 나이,int,int(11),아니오,"age, user_age, user",📋 일반,보통,"insurance_evaluation user_age user_age 유저 나이 age, user_age, user"
insurance_evaluation,gender_type,gender_타입,성별,varchar,varchar(20),아니오,"type, 종류, 유형, gender_type, 타입, gender",📋 일반,보통,"insurance_evaluation gender_type gender_타입 성별 type, 종류, 유형, gender_type, 타입, gender"
insurance_evaluation,insurance_coverage_range_evaluation_score,insurance_coverage_range_evaluation_score,보장 범위 평가 점수,double,double,아니오,"insurance_coverage_range_evaluation_score, insurance, coverage, evaluation, range, score",📋 일반,보통,"insurance_evaluation insurance_coverage_range_evaluation_score insurance_coverage_range_evaluation_score 보장 범위 평가 점수 insurance_coverage_range_evaluation_score, insurance, coverage, evaluation, range, score"
insurance_evaluation,insurance_coverage_amount_adequacy_evaluation_score,insurance_coverage_금액_adequacy_evaluation_score,보장 금액 적정성 평가 점수,double,double,아니오,"adequacy, insurance, coverage, 비용, 요금, 금액, amount, insurance_coverage_amount_adequacy_evaluation_score, evaluation, score",💰 금액,높음,"insurance_evaluation insurance_coverage_amount_adequacy_evaluation_score insurance_coverage_금액_adequacy_evaluation_score 보장 금액 적정성 평가 점수 adequacy, insurance, coverage, 비용, 요금, 금액, amount, insurance_coverage_amount_adequacy_evaluation_score, evaluation, score"
insurance_evaluation,insurance_coverage_efficiency_evaluation_score,insurance_coverage_efficiency_evaluation_score,보장 효율성 평가 점수,double,double,아니오,"insurance, coverage, efficiency, insurance_coverage_efficiency_evaluation_score, evaluation, score",📋 일반,보통,"insurance_evaluation insurance_coverage_efficiency_evaluation_score insurance_coverage_efficiency_evaluation_score 보장 효율성 평가 점수 insurance, coverage, efficiency, insurance_coverage_efficiency_evaluation_score, evaluation, score"
insurance_evaluation,insurance_policy_tenure_evaluation_score,insurance_policy_tenure_evaluation_score,보험 가입 기간 평가 점수,double,double,아니오,"score, insurance, policy, tenure, evaluation, insurance_policy_tenure_evaluation_score",📋 일반,보통,"insurance_evaluation insurance_policy_tenure_evaluation_score insurance_policy_tenure_evaluation_score 보험 가입 기간 평가 점수 score, insurance, policy, tenure, evaluation, insurance_policy_tenure_evaluation_score"
insurance_evaluation,insurance_policy_tenure_evaluation_detail_score,insurance_policy_tenure_evaluation_detail_score,보험 가입 기간 평가 상세 점수,double,double,아니오,"insurance, insurance_policy_tenure_evaluation_detail_score, detail, policy, tenure, evaluation, score",📋 일반,보통,"insurance_evaluation insurance_policy_tenure_evaluation_detail_score insurance_policy_tenure_evaluation_detail_score 보험 가입 기간 평가 상세 점수 insurance, insurance_policy_tenure_evaluation_detail_score, detail, policy, tenure, evaluation, score"
insurance_evaluation,created_at,생성일시,생성일,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"insurance_evaluation created_at 생성일시 생성일 created, at, created_at"
insurance_evaluation,modified_at,수정일시,수정일,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"insurance_evaluation modified_at 수정일시 수정일 at, modified_at, modified"
insurance_evaluation,created_by,생성자,insurance_evaluation 생성 일시,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"insurance_evaluation created_by 생성자 insurance_evaluation 생성 일시 created, created_by, by"
insurance_evaluation,modified_by,수정자,insurance_evaluation 수정 일시,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"insurance_evaluation modified_by 수정자 insurance_evaluation 수정 일시 modified, by, modified_by"
insurance_evaluation,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"insurance_evaluation deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
insurance_evaluation,oldest_contract_insurance_start_date,oldest_contract_insurance_start_날짜,가장 오래된 보험의 시작 날짜,date,date,예,"insurance, start, 일자, oldest, 날짜, oldest_contract_insurance_start_date, date, contract",📅 날짜,보통,"insurance_evaluation oldest_contract_insurance_start_date oldest_contract_insurance_start_날짜 가장 오래된 보험의 시작 날짜 insurance, start, 일자, oldest, 날짜, oldest_contract_insurance_start_date, date, contract"
insurance_evaluation,latest_contract_insurance_start_date,latest_contract_insurance_start_날짜,가장 최근 가입한 보험의 시작 날짜,date,date,예,"latest_contract_insurance_start_date, insurance, latest, start, 일자, 날짜, date, contract",📅 날짜,보통,"insurance_evaluation latest_contract_insurance_start_date latest_contract_insurance_start_날짜 가장 최근 가입한 보험의 시작 날짜 latest_contract_insurance_start_date, insurance, latest, start, 일자, 날짜, date, contract"
insurance_evaluation,payed_amount_month,payed_금액_month,월 평균 납입 금액,bigint,bigint(20),아니오,"month, payed_amount_month, 비용, 요금, payed, 금액, amount",💰 금액,높음,"insurance_evaluation payed_amount_month payed_금액_month 월 평균 납입 금액 month, payed_amount_month, 비용, 요금, payed, 금액, amount"
insurance_payment,insurance_payment_id,insurance_payment_ID,insurance_payment 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, insurance, payment, insurance_payment_id, 식별자, id",🔑 식별자,높음,"insurance_payment insurance_payment_id insurance_payment_id insurance_payment 테이블의 고유 식별자 (primary key) 아이디, insurance, payment, insurance_payment_id, 식별자, id"
insurance_payment,insurance_person_name,insurance_person_이름,insurance_person_이름 명칭,varchar,varchar(150),아니오,"insurance_person_name, insurance, 명칭, 이름, person, name",📝 명칭,높음,"insurance_payment insurance_person_name insurance_person_이름 insurance_person_이름 명칭 insurance_person_name, insurance, 명칭, 이름, person, name"
insurance_payment,insurance_payment_benefit_person_name,insurance_payment_benefit_person_이름,수익자,varchar,varchar(30),아니오,"명칭, insurance, insurance_payment_benefit_person_name, payment, 이름, person, benefit, name",📝 명칭,높음,"insurance_payment insurance_payment_benefit_person_name insurance_payment_benefit_person_이름 수익자 명칭, insurance, insurance_payment_benefit_person_name, payment, 이름, person, benefit, name"
insurance_payment,insurance_payment_money,insurance_payment_money,지급받은금액,bigint,bigint(20),아니오,"insurance_payment_money, insurance, payment, money",📋 일반,보통,"insurance_payment insurance_payment_money insurance_payment_money 지급받은금액 insurance_payment_money, insurance, payment, money"
insurance_payment,insurance_name,insurance_이름,보험이름,varchar,varchar(45),아니오,"명칭, insurance, insurance_name, 이름, name",📝 명칭,높음,"insurance_payment insurance_name insurance_이름 보험이름 명칭, insurance, insurance_name, 이름, name"
insurance_payment,insurance_company_name,insurance_company_이름,보험회사 이름,varchar,varchar(45),아니오,"insurance_company_name, 명칭, insurance, 이름, company, name",📝 명칭,높음,"insurance_payment insurance_company_name insurance_company_이름 보험회사 이름 insurance_company_name, 명칭, insurance, 이름, company, name"
insurance_payment,insurance_policy_number,insurance_policy_번호,증권번호,varchar,varchar(45),아니오,"insurance_policy_number, number, insurance, policy",🔢 코드,보통,"insurance_payment insurance_policy_number insurance_policy_번호 증권번호 insurance_policy_number, number, insurance, policy"
insurance_payment,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"insurance_payment user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
insurance_payment,insurance_payment_year,insurance_payment_year,지급받은년도,varchar,varchar(30),아니오,"insurance_payment_year, insurance, payment, year",📋 일반,보통,"insurance_payment insurance_payment_year insurance_payment_year 지급받은년도 insurance_payment_year, insurance, payment, year"
insurance_payment,create_date,create_날짜,insurance_payment 생성 일시,datetime,datetime(6),아니오,"일자, 날짜, date, create, create_date",📅 날짜,보통,"insurance_payment create_date create_날짜 insurance_payment 생성 일시 일자, 날짜, date, create, create_date"
insurance_payment,modified_at,수정일시,insurance_payment 수정 일시,datetime,datetime(6),아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"insurance_payment modified_at 수정일시 insurance_payment 수정 일시 at, modified_at, modified"
insured_person,insured_person_id,insured_person_ID,insured_person 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, insured_person_id, insured, person, 식별자, id",🔑 식별자,높음,"insured_person insured_person_id insured_person_id insured_person 테이블의 고유 식별자 (primary key) 아이디, insured_person_id, insured, person, 식별자, id"
insured_person,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"insured_person user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
insured_person,name,이름,이름 명칭,varchar,varchar(100),예,"명칭, 이름, name",📝 명칭,높음,"insured_person name 이름 이름 명칭 명칭, 이름, name"
insured_person,created_at,생성일시,insured_person 생성 일시,datetime,datetime,아니오,"created, at, created_at",⚙️ 시스템,낮음,"insured_person created_at 생성일시 insured_person 생성 일시 created, at, created_at"
insured_person,modified_at,수정일시,insured_person 수정 일시,datetime,datetime,아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"insured_person modified_at 수정일시 insured_person 수정 일시 at, modified_at, modified"
insured_person,credit4u_id,credit4u_ID,credit4u_ID 고유 식별자,varchar,varchar(30),예,"아이디, credit4u_id, 식별자, credit4u, id",🔑 식별자,높음,"insured_person credit4u_id credit4u_id credit4u_id 고유 식별자 아이디, credit4u_id, 식별자, credit4u, id"
insured_person,credit4u_pw,credit4u_pw,credit4u_pw 컬럼,longtext,longtext,예,"pw, credit4u_pw, credit4u",📋 일반,보통,"insured_person credit4u_pw credit4u_pw credit4u_pw 컬럼 pw, credit4u_pw, credit4u"
insured_person,credit4u_request_count,credit4u_request_개수,credit4u_request_개수,int,int(11),예,"credit4u_request_count, count, request, credit4u",📋 일반,보통,"insured_person credit4u_request_count credit4u_request_개수 credit4u_request_개수 credit4u_request_count, count, request, credit4u"
insured_person,identity,IDentity,암호화된 주민등록번호,varchar,varchar(256),예,"아이디, 식별자, identity",📋 일반,보통,"insured_person identity identity 암호화된 주민등록번호 아이디, 식별자, identity"
insured_person,diagnosis_step,diagnosis_step,진단결과타입,varchar,varchar(255),예,"step, diagnosis, diagnosis_step",📋 일반,보통,"insured_person diagnosis_step diagnosis_step 진단결과타입 step, diagnosis, diagnosis_step"
insured_person,register_step,register_step,신정원가입여부,varchar,varchar(50),예,"step, register_step, register",📋 일반,보통,"insured_person register_step register_step 신정원가입여부 step, register_step, register"
insured_person,cert_type,cert_타입,인증서종류,varchar,varchar(50),예,"type, 종류, 유형, 타입, cert, cert_type",📋 일반,보통,"insured_person cert_type cert_타입 인증서종류 type, 종류, 유형, 타입, cert, cert_type"
insured_person,health_cert_date,health_cert_날짜,"건강(투약,검진,나이)데이터를 가져온 날짜임, 한번도 가져오지 않았다면 날짜가 null",date,date,예,"일자, cert, 날짜, health, date, health_cert_date",📅 날짜,보통,"insured_person health_cert_date health_cert_날짜 건강(투약,검진,나이)데이터를 가져온 날짜임, 한번도 가져오지 않았다면 날짜가 null 일자, cert, 날짜, health, date, health_cert_date"
insured_person,hidden_benefit_update_at,hIDden_benefit_update_at,insured_person 수정 일시,datetime,datetime,예,"아이디, 일자, at, update, hidden, hidden_benefit_update_at, benefit, 날짜, 식별자",📅 날짜,보통,"insured_person hidden_benefit_update_at hidden_benefit_update_at insured_person 수정 일시 아이디, 일자, at, update, hidden, hidden_benefit_update_at, benefit, 날짜, 식별자"
insured_person,proxies_available_count,proxies_available_개수,대행가능 갯수,bigint,bigint(20),예,"count, proxies_available_count, available, proxies",📋 일반,보통,"insured_person proxies_available_count proxies_available_개수 대행가능 갯수 count, proxies_available_count, available, proxies"
insured_person,credit_4u_try_status,credit_4u_try_상태,신정원 시도 여부,bit,bit(1),아니오,"credit, 상황, try, status, 상태, 4u, credit_4u_try_status",📊 상태,보통,"insured_person credit_4u_try_status credit_4u_try_상태 신정원 시도 여부 credit, 상황, try, status, 상태, 4u, credit_4u_try_status"
insured_person,proxy_possible_status,proxy_possible_상태,대행가능 여부,bit,bit(1),예,"상황, proxy, possible, status, 상태, proxy_possible_status",📊 상태,보통,"insured_person proxy_possible_status proxy_possible_상태 대행가능 여부 상황, proxy, possible, status, 상태, proxy_possible_status"
insured_person,is_credit4u_password_change_required,is_credit4u_password_change_required,신용정보원 비밀번호 변경필요,bit,bit(1),아니오,"required, is, password, change, is_credit4u_password_change_required, credit4u",📋 일반,보통,"insured_person is_credit4u_password_change_required is_credit4u_password_change_required 신용정보원 비밀번호 변경필요 required, is, password, change, is_credit4u_password_change_required, credit4u"
insured_person,hometax_update_at,hometax_up날짜_at,홈택스 업데이트 일자,datetime,datetime(6),예,"일자, hometax_update_at, at, hometax, update, 날짜",📅 날짜,보통,"insured_person hometax_update_at hometax_up날짜_at 홈택스 업데이트 일자 일자, hometax_update_at, at, hometax, update, 날짜"
insured_person,birthday,birthday,생년월일,varchar,varchar(20),예,birthday,📋 일반,보통,insured_person birthday birthday 생년월일 birthday
insured_person,is_5_try_password_fail,is_5_try_password_fail,is_5_try_password_fail 컬럼,bit,bit(1),예,"5, is_5_try_password_fail, is, try, password, fail",📋 일반,보통,"insured_person is_5_try_password_fail is_5_try_password_fail is_5_try_password_fail 컬럼 5, is_5_try_password_fail, is, try, password, fail"
insured_person,is_credit4u_identity_verification,is_credit4u_IDentity_verification,is_credit4u_IDentity_verification (날짜/시간),bit,bit(1),예,"아이디, credit4u, verification, is, 식별자, is_credit4u_identity_verification, identity",📋 일반,보통,"insured_person is_credit4u_identity_verification is_credit4u_identity_verification is_credit4u_identity_verification (날짜/시간) 아이디, credit4u, verification, is, 식별자, is_credit4u_identity_verification, identity"
insured_person,gender,gender,성별,varchar,varchar(25),예,gender,📋 일반,보통,insured_person gender gender 성별 gender
insured_person,hira_step,hira_step,심사평가원 인증 스텝,varchar,varchar(50),아니오,"step, hira, hira_step",📋 일반,보통,"insured_person hira_step hira_step 심사평가원 인증 스텝 step, hira, hira_step"
insured_person,hira_update_at,hira_up날짜_at,심사평가원 업데이트 시간,datetime,datetime(6),예,"hira_update_at, 일자, at, update, hira, 날짜",📅 날짜,보통,"insured_person hira_update_at hira_up날짜_at 심사평가원 업데이트 시간 hira_update_at, 일자, at, update, hira, 날짜"
insured_person,hidden_benefit_calculation_version,hIDden_benefit_calculation_version,숨은 보험금 계산 버전,bigint,bigint(20),아니오,"아이디, hidden_benefit_calculation_version, version, hidden, benefit, calculation, 식별자",📋 일반,보통,"insured_person hidden_benefit_calculation_version hidden_benefit_calculation_version 숨은 보험금 계산 버전 아이디, hidden_benefit_calculation_version, version, hidden, benefit, calculation, 식별자"
insured_person,hidden_benefit_calculation_update_at,hIDden_benefit_calculation_update_at,히든베네핏 계산 시간,datetime,datetime(6),예,"아이디, hidden_benefit_calculation_update_at, 일자, at, update, hidden, benefit, 날짜, calculation, 식별자",📅 날짜,보통,"insured_person hidden_benefit_calculation_update_at hidden_benefit_calculation_update_at 히든베네핏 계산 시간 아이디, hidden_benefit_calculation_update_at, 일자, at, update, hidden, benefit, 날짜, calculation, 식별자"
insured_person,is_creadit4u_by_kyobo,is_creadit4u_by_kyobo,교보 신용 정보원 이용 여부,bit,bit(1),아니오,"is, creadit4u, by, is_creadit4u_by_kyobo, kyobo",📋 일반,보통,"insured_person is_creadit4u_by_kyobo is_creadit4u_by_kyobo 교보 신용 정보원 이용 여부 is, creadit4u, by, is_creadit4u_by_kyobo, kyobo"
insured_person,kyobo_creadit4u_ci,kyobo_creadit4u_ci,교보 신용정보원 값 CI값,varchar,varchar(255),예,"kyobo_creadit4u_ci, creadit4u, ci, kyobo",📋 일반,보통,"insured_person kyobo_creadit4u_ci kyobo_creadit4u_ci 교보 신용정보원 값 ci값 kyobo_creadit4u_ci, creadit4u, ci, kyobo"
insured_person,encrypted_identity,encrypted_IDentity,암호화된 주민등록번호,varchar,varchar(256),예,"아이디, encrypted, 식별자, encrypted_identity, identity",📋 일반,보통,"insured_person encrypted_identity encrypted_identity 암호화된 주민등록번호 아이디, encrypted, 식별자, encrypted_identity, identity"
insured_person,is_recent_icis_success,is_recent_icis_success,최근 icis 인증 성공 여부,bit,bit(1),아니오,"is, success, recent, is_recent_icis_success, icis",📋 일반,보통,"insured_person is_recent_icis_success is_recent_icis_success 최근 icis 인증 성공 여부 is, success, recent, is_recent_icis_success, icis"
insured_person,icis_update_at,icis_up날짜_at,icis 업데이트 요청 일시,datetime,datetime(6),예,"icis_update_at, 일자, at, update, 날짜, icis",📅 날짜,보통,"insured_person icis_update_at icis_up날짜_at icis 업데이트 요청 일시 icis_update_at, 일자, at, update, 날짜, icis"
nhis_health_checkup_preview,nhis_health_checkup_preview_id,nhis_health_checkup_preview_ID,nhis_health_checkup_preview 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, checkup, preview, health, nhis_health_checkup_preview_id, nhis, 식별자, id",🔑 식별자,높음,"nhis_health_checkup_preview nhis_health_checkup_preview_id nhis_health_checkup_preview_id nhis_health_checkup_preview 테이블의 고유 식별자 (primary key) 아이디, checkup, preview, health, nhis_health_checkup_preview_id, nhis, 식별자, id"
nhis_health_checkup_preview,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"nhis_health_checkup_preview user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
nhis_health_checkup_preview,res_checkup_target,res_checkup_target,res_checkup_target 컬럼,varchar,varchar(255),아니오,"res, checkup, res_checkup_target, target",📋 일반,보통,"nhis_health_checkup_preview res_checkup_target res_checkup_target res_checkup_target 컬럼 res, checkup, res_checkup_target, target"
nhis_health_checkup_preview,res_checkup_year,res_checkup_year,res_checkup_year 컬럼,varchar,varchar(255),아니오,"res, res_checkup_year, checkup, year",📋 일반,보통,"nhis_health_checkup_preview res_checkup_year res_checkup_year res_checkup_year 컬럼 res, res_checkup_year, checkup, year"
nhis_health_checkup_preview,res_checkup_date,res_checkup_날짜,nhis_health_checkup_preview 관련 일시 정보,varchar,varchar(255),아니오,"res, checkup, 일자, 날짜, res_checkup_date, date",📅 날짜,보통,"nhis_health_checkup_preview res_checkup_date res_checkup_날짜 nhis_health_checkup_preview 관련 일시 정보 res, checkup, 일자, 날짜, res_checkup_date, date"
nhis_health_checkup_preview,res_checkup_place,res_checkup_place,res_checkup_place 컬럼,varchar,varchar(255),예,"res_checkup_place, res, checkup, place",📋 일반,보통,"nhis_health_checkup_preview res_checkup_place res_checkup_place res_checkup_place 컬럼 res_checkup_place, res, checkup, place"
nhis_health_checkup_preview,res_height,res_height,res_height 컬럼,varchar,varchar(255),아니오,"res, res_height, height",📋 일반,보통,"nhis_health_checkup_preview res_height res_height res_height 컬럼 res, res_height, height"
nhis_health_checkup_preview,res_weight,res_weight,res_weight 컬럼,varchar,varchar(255),아니오,"weight, res, res_weight",📋 일반,보통,"nhis_health_checkup_preview res_weight res_weight res_weight 컬럼 weight, res, res_weight"
nhis_health_checkup_preview,res_waist,res_waist,res_waist 컬럼,varchar,varchar(255),아니오,"res_waist, res, waist",📋 일반,보통,"nhis_health_checkup_preview res_waist res_waist res_waist 컬럼 res_waist, res, waist"
nhis_health_checkup_preview,res_bmi,res_bmi,res_bmi 컬럼,varchar,varchar(255),아니오,"res, bmi, res_bmi",📋 일반,보통,"nhis_health_checkup_preview res_bmi res_bmi res_bmi 컬럼 res, bmi, res_bmi"
nhis_health_checkup_preview,res_sight,res_sight,res_sight 컬럼,varchar,varchar(255),아니오,"res, sight, res_sight",📋 일반,보통,"nhis_health_checkup_preview res_sight res_sight res_sight 컬럼 res, sight, res_sight"
nhis_health_checkup_preview,res_hearing,res_hearing,res_hearing 컬럼,varchar,varchar(255),아니오,"res, hearing, res_hearing",📋 일반,보통,"nhis_health_checkup_preview res_hearing res_hearing res_hearing 컬럼 res, hearing, res_hearing"
nhis_health_checkup_preview,res_blood_pressure,res_blood_pressure,res_blood_pressure 컬럼,varchar,varchar(255),아니오,"res, res_blood_pressure, blood, pressure",📋 일반,보통,"nhis_health_checkup_preview res_blood_pressure res_blood_pressure res_blood_pressure 컬럼 res, res_blood_pressure, blood, pressure"
nhis_health_checkup_preview,res_urinary_protein,res_urinary_protein,res_urinary_protein 컬럼,varchar,varchar(255),아니오,"res_urinary_protein, urinary, res, protein",📋 일반,보통,"nhis_health_checkup_preview res_urinary_protein res_urinary_protein res_urinary_protein 컬럼 res_urinary_protein, urinary, res, protein"
nhis_health_checkup_preview,res_hemoglobin,res_hemoglobin,res_hemoglobin 컬럼,varchar,varchar(255),아니오,"res, hemoglobin, res_hemoglobin",📋 일반,보통,"nhis_health_checkup_preview res_hemoglobin res_hemoglobin res_hemoglobin 컬럼 res, hemoglobin, res_hemoglobin"
nhis_health_checkup_preview,res_fasting_blood_suger,res_fasting_blood_suger,res_fasting_blood_suger 컬럼,varchar,varchar(255),아니오,"fasting, res_fasting_blood_suger, res, suger, blood",📋 일반,보통,"nhis_health_checkup_preview res_fasting_blood_suger res_fasting_blood_suger res_fasting_blood_suger 컬럼 fasting, res_fasting_blood_suger, res, suger, blood"
nhis_health_checkup_preview,res_total_cholesterol,res_total_cholesterol,res_total_cholesterol 컬럼,varchar,varchar(255),예,"res_total_cholesterol, res, total, cholesterol",📋 일반,보통,"nhis_health_checkup_preview res_total_cholesterol res_total_cholesterol res_total_cholesterol 컬럼 res_total_cholesterol, res, total, cholesterol"
nhis_health_checkup_preview,res_hdl_cholesterol,res_hdl_cholesterol,res_hdl_cholesterol 컬럼,varchar,varchar(255),예,"res_hdl_cholesterol, res, hdl, cholesterol",📋 일반,보통,"nhis_health_checkup_preview res_hdl_cholesterol res_hdl_cholesterol res_hdl_cholesterol 컬럼 res_hdl_cholesterol, res, hdl, cholesterol"
nhis_health_checkup_preview,res_triglyceride,res_triglycerIDe,res_triglycerIDe,varchar,varchar(255),예,"아이디, triglyceride, res, res_triglyceride, 식별자",📋 일반,보통,"nhis_health_checkup_preview res_triglyceride res_triglyceride res_triglyceride 아이디, triglyceride, res, res_triglyceride, 식별자"
nhis_health_checkup_preview,res_ldl_cholesterol,res_ldl_cholesterol,res_ldl_cholesterol 컬럼,varchar,varchar(255),예,"cholesterol, res_ldl_cholesterol, res, ldl",📋 일반,보통,"nhis_health_checkup_preview res_ldl_cholesterol res_ldl_cholesterol res_ldl_cholesterol 컬럼 cholesterol, res_ldl_cholesterol, res, ldl"
nhis_health_checkup_preview,res_serum_creatinine,res_serum_creatinine,"res_serum_creatinine (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(255),예,"res_serum_creatinine, res, creatinine, serum",📋 일반,보통,"nhis_health_checkup_preview res_serum_creatinine res_serum_creatinine res_serum_creatinine (char 타입, yyyymmdd 형식 - to_date() 필요) res_serum_creatinine, res, creatinine, serum"
nhis_health_checkup_preview,res_gfr,res_gfr,res_gfr 컬럼,varchar,varchar(255),예,"res, res_gfr, gfr",📋 일반,보통,"nhis_health_checkup_preview res_gfr res_gfr res_gfr 컬럼 res, res_gfr, gfr"
nhis_health_checkup_preview,res_ast,res_ast,res_ast 컬럼,varchar,varchar(255),예,"res_ast, res, ast",📋 일반,보통,"nhis_health_checkup_preview res_ast res_ast res_ast 컬럼 res_ast, res, ast"
nhis_health_checkup_preview,res_alt,res_alt,res_alt 컬럼,varchar,varchar(255),예,"res, alt, res_alt",📋 일반,보통,"nhis_health_checkup_preview res_alt res_alt res_alt 컬럼 res, alt, res_alt"
nhis_health_checkup_preview,res_ygpt,res_ygpt,res_ygpt 컬럼,varchar,varchar(255),예,"res_ygpt, res, ygpt",📋 일반,보통,"nhis_health_checkup_preview res_ygpt res_ygpt res_ygpt 컬럼 res_ygpt, res, ygpt"
nhis_health_checkup_preview,res_tb_chest_disease,res_tb_chest_disease,res_tb_chest_disease 컬럼,varchar,varchar(255),예,"tb, chest, res, disease, res_tb_chest_disease",📋 일반,보통,"nhis_health_checkup_preview res_tb_chest_disease res_tb_chest_disease res_tb_chest_disease 컬럼 tb, chest, res, disease, res_tb_chest_disease"
