1category,code,disease_names,patient_count,occurrence_count
unique_disease_codes,AM919,"[""(양방)상세불명의 고관절 및 골반의 연소성 골연골증""]",3,6
unique_disease_codes,AM1222,"[""(양방)(착색) 융모결절성 윤활막염 위팔"",""(양방)(착색) 융모결절성 윤활막염, 위팔""]",3,6
unique_disease_codes,AS36803,"[""(양방)강내로의 열린상처가 없는 장간막의 손상""]",3,6
unique_disease_codes,BM6080,"[""(한방)기타 근염 여러 부위""]",3,6
unique_disease_codes,AM489,"[""(양방)상세불명의 척추병증""]",3,6
unique_disease_codes,BM2134,"[""(한방)손처짐 또는 발처짐(후천성), 손"",""(한방)손처짐 또는 발처짐(후천성) 손""]",3,6
unique_disease_codes,AM2189,"[""(양방)사지의 기타 명시된 후천변형 상세불명 부분""]",3,6
unique_disease_codes,AB690,"[""(양방)중추신경계통의 낭미충증""]",3,6
unique_disease_codes,AM6135,"[""(양방)화상과 관련된 근육의 석회화 및 골화증, 골반 부분 및 대퇴"",""(양방)화상과 관련된 근육의 석회화 및 골화증 골반 부분 및 대퇴""]",3,6
unique_disease_codes,AQ525,"[""(양방)음순의 유합""]",3,6
unique_disease_codes,BD34,"[""(한방)갑상선의 양성 신생물""]",3,6
unique_disease_codes,AS4291,"[""(양방)견갑대의 상세불명 부분의 골절 개방성""]",3,6
unique_disease_codes,BT172,"[""(한방)인두의 이물""]",3,6
unique_disease_codes,AM9983,"[""(양방)기타 생체역학적 병변 요추부위"",""(양방)기타 생체역학적 병변, 요추부위""]",3,6
unique_disease_codes,BS7280,"[""(한방)대퇴골의 기타 부분의 골절 폐쇄성""]",3,6
unique_disease_codes,AM4948,"[""(양방)신경병성 척추병증, 천추 및 천미추부"",""(양방)신경병성 척추병증 천추 및 천미추부""]",3,6
unique_disease_codes,AT902,"[""(양방)두개골 및 안면골 골절의 후유증""]",3,6
unique_disease_codes,AH021,"[""(양방)안검외반""]",3,6
unique_disease_codes,AZ842,"[""(양방)비뇨생식계통의 기타 질환의 가족력""]",3,6
unique_disease_codes,AI098,"[""(양방)기타 명시된 류마티스심장질환""]",3,6
unique_disease_codes,AG634,"[""(양방)영양결핍에서의 다발신경병증(E40-E64†)""]",3,6
unique_disease_codes,AM9947,"[""(양방)신경관의 결합조직협착 상지""]",3,6
unique_disease_codes,AS660,"[""(양방)손목 및 손 부위의 엄지손가락의 장굴근 및 힘줄의 손상""]",3,6
unique_disease_codes,AG3182,"[""(양방)루이소체치매(F02.8*)""]",3,6
unique_disease_codes,BM8306,"[""(한방)산후기골연화증 아래다리""]",3,6
unique_disease_codes,AS42421,"[""(양방)상완골의 관절융기위골절 개방성"",""(양방)상완골의 관절융기위골절, 개방성""]",3,6
unique_disease_codes,BL40,"[""(한방)건선""]",3,6
unique_disease_codes,AE561,"[""(양방)비타민K결핍""]",3,6
unique_disease_codes,AO053,"[""(양방)기타 및 상세불명의 합병증이 동반된 불완전 기타 유산 (O08.3-O08.9의 병태)""]",3,6
unique_disease_codes,AE001,"[""(양방)선천성 요오드결핍증후군 점액부종형""]",3,6
unique_disease_codes,AJ172,"[""(양방)진균증에서의 폐렴""]",3,6
unique_disease_codes,BS72190,"[""(한방)대퇴골전자부의 상세불명 골절 폐쇄성""]",3,6
unique_disease_codes,AK6329,"[""(양방)상세불명의 장의 누공""]",3,6
unique_disease_codes,BH445,"[""(한방)안구의 퇴행성 병태""]",3,6
unique_disease_codes,AM8556,"[""(양방)동맥류성 골낭, 아래다리"",""(양방)동맥류성 골낭 아래다리""]",3,6
unique_disease_codes,BM7903,"[""(한방)상세불명의 류마티스, 아래팔""]",3,6
unique_disease_codes,AM0151,"[""(양방)달리 분류된 기타 바이러스질환에서의 관절염 어깨부분""]",3,6
unique_disease_codes,BS32050,"[""(한방)L4 부위의 골절 폐쇄성""]",3,5
unique_disease_codes,AW11,"[""(양방)사다리에서의 낙상""]",3,5
unique_disease_codes,AQ620,"[""(양방)선천수신증""]",3,5
unique_disease_codes,AD630,"[""(양방)신생물질환에서의 빈혈(C00-D48+)""]",3,5
unique_disease_codes,AJ84,"[""(양방)기타 간질성 폐질환""]",3,5
unique_disease_codes,AO431,"[""(양방)태반의 기형""]",3,5
unique_disease_codes,BM41132,"[""(한방)청소년기 특발성 척주측만증 경흉추부""]",3,5
unique_disease_codes,BK523,"[""(한방)불확정 결장염""]",3,5
unique_disease_codes,AB080,"[""(양방)기타 오르토폭스바이러스감염""]",3,5
unique_disease_codes,BM7133,"[""(한방)기타 윤활낭낭 아래팔""]",3,5
unique_disease_codes,BS942,"[""(한방)발목 및 발 부위의 심부비골신경의 손상""]",3,5
unique_disease_codes,BL7321,"[""(한방)중등도 화농성 한선염""]",3,5
unique_disease_codes,AH5311,"[""(양방)일시적 시력상실""]",3,5
unique_disease_codes,AT816,"[""(양방)처치중 우발적으로 남겨진 이물에 대한 급성 반응""]",3,5
unique_disease_codes,AH458,"[""(양방)달리 분류된 질환에서의 유리체 및 안구의 기타 장애""]",3,5
unique_disease_codes,AZ841,"[""(양방)신장 및 요관 장애의 가족력""]",3,5
unique_disease_codes,BL743,"[""(한방)상세불명의 땀띠""]",3,5
unique_disease_codes,BS6270,"[""(한방)손가락의 다발골절, 폐쇄성"",""(한방)손가락의 다발골절 폐쇄성""]",3,5
unique_disease_codes,AM9989,"[""(양방)기타 생체역학적 병변, 복부 및 기타"",""(양방)기타 생체역학적 병변 복부 및 기타""]",3,5
unique_disease_codes,AM7934,"[""(양방)상세불명의 지방층염 손"",""(양방)상세불명의 지방층염, 손""]",3,5
unique_disease_codes,BM1116,"[""(한방)가족성 연골석회증, 아래다리"",""(한방)가족성 연골석회증 아래다리""]",3,5
unique_disease_codes,AM8531,"[""(양방)치밀골염 어깨부분""]",3,5
unique_disease_codes,BM9983,"[""(한방)기타 생체역학적 병변 요추부위""]",3,5
unique_disease_codes,AM235,"[""(양방)무릎의 만성 불안정""]",3,5
unique_disease_codes,AI320,"[""(양방)달리 분류된 세균성 질환에서의 심장막염""]",3,5
unique_disease_codes,BM6711,"[""(한방)힘줄(집)의 기타 구축 어깨부분"",""(한방)힘줄(집)의 기타 구축, 어깨부분""]",3,5
unique_disease_codes,AM0320,"[""(양방)달리 분류된 질환에서의 기타 감염후관절병증 여러 부위"",""(양방)달리 분류된 질환에서의 기타 감염후관절병증, 여러 부위""]",3,5
unique_disease_codes,AM8329,"[""(양방)흡수불량으로 인한 성인골연화증, 상세불명 부분"",""(양방)흡수불량으로 인한 성인골연화증 상세불명 부분""]",3,5
unique_disease_codes,AG82,"[""(양방)하반신마비 및 사지마비""]",3,5
unique_disease_codes,AS2721,"[""(양방)흉강내로의 열린상처가 있는 외상성 혈기흉""]",3,5
unique_disease_codes,AQ28,"[""(양방)순환계통의 기타 선천기형""]",3,5
unique_disease_codes,AQ288,"[""(양방)순환계통의 기타 명시된 선천기형""]",3,5
unique_disease_codes,AH2630,"[""(양방)약물유발 백내장, 오른쪽"",""(양방)약물유발 백내장 오른쪽""]",3,5
unique_disease_codes,AK763,"[""(양방)간의 경색증""]",3,5
unique_disease_codes,BM06909,"[""(한방)상세불명 상세불명의 류마티스관절염 여러 부위"",""(한방)상세불명 상세불명의 류마티스관절염, 여러 부위""]",3,5
unique_disease_codes,AM6014,"[""(양방)간질성 근염 손""]",3,5
unique_disease_codes,BG992,"[""(한방)달리 분류된 질환에서의 척수병증""]",3,5
unique_disease_codes,AM8727,"[""(양방)이전의 외상에 의한 골괴사 발목 및 발"",""(양방)이전의 외상에 의한 골괴사, 발목 및 발""]",3,5
unique_disease_codes,AM0622,"[""(양방)류마티스윤활낭염 위팔""]",3,5
unique_disease_codes,AM8503,"[""(양방)(단골성) 섬유성 골형성이상, 아래팔"",""(양방)(단골성) 섬유성 골형성이상 아래팔""]",3,5
unique_disease_codes,AM8933,"[""(양방)뼈의 비대 아래팔""]",3,5
unique_disease_codes,BM05810,"[""(한방)경도 기타 혈청검사양성 류마티스관절염, 어깨부분"",""(한방)경도 기타 혈청검사양성 류마티스관절염 어깨부분""]",3,5
unique_disease_codes,AT116,"[""(양방)팔의 상세불명 부위의 외상성 절단""]",3,5
unique_disease_codes,AD091,"[""(양방)기타 및 상세불명의 비뇨기관의 제자리암종""]",3,5
unique_disease_codes,AT701,"[""(양방)부비동압력손상""]",3,5
unique_disease_codes,AJ684,"[""(양방)화학물질, 가스, 훈증기 및 물김에 의한 만성 호흡기병태"",""(양방)화학물질 가스 훈증기 및 물김에 의한 만성 호흡기병태""]",3,5
unique_disease_codes,AS59,"[""(양방)아래팔의 기타 및 상세불명의 손상""]",3,5
unique_disease_codes,AT2366,"[""(양방)손목 및 손의 2도 부식 손목""]",3,5
unique_disease_codes,BM9497,"[""(한방)연골의 상세불명 장애 발목 및 발""]",3,5
unique_disease_codes,AN42,"[""(양방)전립선의 기타 장애""]",3,5
unique_disease_codes,AM41101,"[""(양방)유아기 특발성 척주측만증 척추의 여러 부위"",""(양방)유아기 특발성 척주측만증, 척추의 여러 부위""]",3,5
unique_disease_codes,AM871,"[""(양방)약물에 의한 골괴사""]",3,5
unique_disease_codes,AH5042,"[""(양방)내사시의 조절성 요소""]",3,5
unique_disease_codes,AM678,"[""(양방)윤활막 및 힘줄의 기타 명시된 장애""]",3,5
unique_disease_codes,AM6157,"[""(양방)근육의 기타 골화 발목 및 발"",""(양방)근육의 기타 골화, 발목 및 발""]",3,5
unique_disease_codes,AZ873,"[""(양방)근골격계통 및 결합조직질환의 개인력""]",3,5
unique_disease_codes,AB3783,"[""(양방)칸디다외이도염(H62.2*)""]",3,5
unique_disease_codes,AM4844,"[""(양방)척추의 피로골절 흉추부""]",3,5
unique_disease_codes,AS152,"[""(양방)외경정맥의 손상""]",3,5
unique_disease_codes,AM0536,"[""(양방)기타 기관 및 계통의 침범을 동반한 류마티스관절염 아래다리""]",3,5
unique_disease_codes,AH251,"[""(양방)노년성 핵백내장""]",3,5
unique_disease_codes,AS2750,"[""(양방)흉강내로의 열린상처가 없는 흉부기관의 손상""]",3,5
unique_disease_codes,AF523,"[""(양방)성극치감기능이상""]",3,5
unique_disease_codes,AS351,"[""(양방)하대정맥의 손상""]",3,5
unique_disease_codes,AT098,"[""(양방)몸통의 상세불명 부위의 기타 명시된 손상""]",3,5
unique_disease_codes,AH26202,"[""(양방)안구내수술에 따른 이차성 백내장 양쪽""]",3,5
unique_disease_codes,BM1244,"[""(한방)간헐성 관절수종 손""]",3,5
unique_disease_codes,AE16,"[""(양방)췌장내분비의 기타 장애""]",3,5
unique_disease_codes,AM4205,"[""(양방)척추의 연소성 골연골증 흉요추부"",""(양방)척추의 연소성 골연골증, 흉요추부""]",3,5
unique_disease_codes,BM4837,"[""(한방)외상성 척추병증, 요천부"",""(한방)외상성 척추병증 요천부""]",3,5
unique_disease_codes,AS89,"[""(양방)아래다리의 기타 및 상세불명의 손상""]",3,5
unique_disease_codes,AP579,"[""(양방)상세불명의 핵황달""]",3,5
unique_disease_codes,BS003,"[""(한방)코의 표재성 손상""]",3,5
unique_disease_codes,AS0059,"[""(양방)입술 및 구강의 표재성 손상,상세불명의손상""]",3,5
unique_disease_codes,AM217,"[""(양방)사지길이부동(후천성)""]",3,5
unique_disease_codes,AM6614,"[""(양방)윤활막의 파열 손"",""(양방)윤활막의 파열, 손""]",3,5
unique_disease_codes,AK6350,"[""(양방)결장의 연소성 폴립""]",3,5
unique_disease_codes,BT902,"[""(한방)두개골 및 안면골 골절의 후유증""]",3,5
unique_disease_codes,AC5039,"[""(양방)유방의 하내사분의 악성 신생물 상세불명 쪽""]",3,5
unique_disease_codes,AE290,"[""(양방)고환기능항진""]",3,5
unique_disease_codes,AS4242,"[""(양방)상완골의 관절융기위골절""]",3,5
unique_disease_codes,AZ967,"[""(양방)기타 골 및 힘줄 삽입물의 존재""]",3,5
unique_disease_codes,AG55,"[""(양방)달리 분류된 질환에서의 신경근 및 신경총 압박""]",3,5
unique_disease_codes,AA063,"[""(양방)장의 아메바종""]",3,5
unique_disease_codes,BS091,"[""(한방)머리의 근육 및 힘줄의 손상""]",3,5
unique_disease_codes,AZ3484,"[""(양방)기타 정상임신의 관리 임신 42주 이상"",""(양방)기타 정상임신의 관리, 임신 42주 이상""]",3,5
unique_disease_codes,AS4224,"[""(양방)상완골 해부학적 목의 골절""]",3,5
unique_disease_codes,AS42481,"[""(양방)상완골 하단의 기타 및 다발성 골절 개방성""]",3,5
unique_disease_codes,AO716,"[""(양방)골반 관절 및 인대에 대한 산과적 손상""]",3,5
unique_disease_codes,BM926,"[""(한방)발목의 연소성 골연골증""]",3,5
unique_disease_codes,AM7264,"[""(양방)괴사성 근막염 손""]",3,5
unique_disease_codes,BK915,"[""(한방)담낭절제후 증후군""]",3,5
unique_disease_codes,AQ20,"[""(양방)심장 방실 및 연결의 선천기형""]",3,5
unique_disease_codes,AS158,"[""(양방)목부위의 기타 혈관손상""]",3,5
unique_disease_codes,AH06,"[""(양방)달리 분류된 질환에서의 눈물계통 및 안와의 장애""]",3,5
unique_disease_codes,AI616,"[""(양방)다발 부위에 국한된 뇌내출혈""]",3,5
unique_disease_codes,BS818,"[""(한방)아래다리의 기타 부분의 열린상처""]",3,5
unique_disease_codes,AM918,"[""(양방)기타 고관절 및 골반의 연소성 골연골증""]",3,5
unique_disease_codes,AM8485,"[""(양방)뼈의 연속성 기타 장애 골반 부분 및 대퇴""]",3,5
unique_disease_codes,C939,"[""(약국)기타/전신통""]",3,5
unique_disease_codes,C301,"[""(약국)피부 및 피하조직/속쓰림""]",3,5
unique_disease_codes,AZ896,"[""(양방)무릎위 다리의 후천성 결여""]",3,5
unique_disease_codes,AA16,"[""(양방)세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵""]",3,5
unique_disease_codes,BC3411,"[""(한방)상엽 기관지 또는 폐의 악성 신생물 왼쪽""]",3,5
unique_disease_codes,BK512,"[""(한방)궤양성 (만성) 직장염""]",3,5
unique_disease_codes,AM1107,"[""(양방)수산화인회석침착병 발목 및 발""]",3,5
unique_disease_codes,AP918,"[""(양방)신생아 대뇌상태의 기타 명시된 장애""]",3,4
unique_disease_codes,AM2475,"[""(양방)절구돌출, 골반 부분 및 대퇴"",""(양방)절구돌출 골반 부분 및 대퇴""]",3,4
unique_disease_codes,AE258,"[""(양방)기타 부신생식기장애""]",3,4
unique_disease_codes,AQ664,"[""(양방)외반구족""]",3,4
unique_disease_codes,AZ929,"[""(양방)상세불명의 의학적 치료의 개인력""]",3,4
unique_disease_codes,BM0094,"[""(한방)상세불명의 화농성 관절염 손""]",3,4
unique_disease_codes,AM8626,"[""(양방)아급성 골수염, 아래다리"",""(양방)아급성 골수염 아래다리""]",3,4
unique_disease_codes,AM6220,"[""(양방)근육의 허혈경색증 여러 부위"",""(양방)근육의 허혈경색증, 여러 부위""]",3,4
unique_disease_codes,AQ544,"[""(양방)선천성 음경굽음""]",3,4
unique_disease_codes,BR318,"[""(한방)기타 및 상세불명의 혈뇨""]",3,4
unique_disease_codes,AH1119,"[""(양방)상세불명의 결막변성""]",3,4
unique_disease_codes,AC1681,"[""(양방)위의 중복병변의 악성 신생물 진행형""]",3,4
unique_disease_codes,BS23,"[""(한방)흉곽의 관절 및 인대의 탈구, 염좌 및 긴장"",""(한방)흉곽의 관절 및 인대의 탈구 염좌 및 긴장""]",3,4
unique_disease_codes,AS0051,"[""(양방)입술 및 구강의 표재성 손상,수포""]",3,4
unique_disease_codes,BL039,"[""(한방)상세불명의 연조직염""]",3,4
unique_disease_codes,AH264,"[""(양방)후발백내장""]",3,4
unique_disease_codes,BT485,"[""(한방)감기약에 의한 중독""]",3,4
unique_disease_codes,BM7695,"[""(한방)상세불명의 다리의 골부착부병증 골반 부분 및 대퇴""]",3,4
unique_disease_codes,AM4057,"[""(양방)상세불명의 척주전만증 요천부""]",3,4
unique_disease_codes,AT505,"[""(양방)식욕억제제에 의한 중독""]",3,4
unique_disease_codes,AT2371,"[""(양방)손목 및 손의 3도 부식 엄지손가락을 제외한 단일손가락(손톱)"",""""]",3,4
unique_disease_codes,AS42051,"[""(양방)쇄골 견봉단의 골절 개방성"",""(양방)쇄골 견봉단의 골절, 개방성""]",3,4
unique_disease_codes,AZ52,"[""(양방)기관 및 조직의 기증자""]",3,4
unique_disease_codes,AS931,"[""(양방)발가락의 탈구""]",3,4
unique_disease_codes,AJ698,"[""(양방)기타 고체 및 액체에 의한 폐렴""]",3,4
unique_disease_codes,BM06930,"[""(한방)경도 상세불명의 류마티스관절염, 아래팔"",""(한방)경도 상세불명의 류마티스관절염 아래팔""]",3,4
unique_disease_codes,BS8670,"[""(한방)아래다리 부위의 다발성 근육 및 힘줄의 손상 열상""]",3,4
unique_disease_codes,AD0150,"[""(양방)간의 제자리암종""]",3,4
unique_disease_codes,AI398,"[""(양방)달리 분류된 질환에서의 상세불명 판막의 심내막염""]",3,4
unique_disease_codes,AM412,"[""(양방)기타 특발성 척주측만증""]",3,4
unique_disease_codes,BN710,"[""(한방)자궁의 급성 염증성 질환""]",3,4
unique_disease_codes,AE673,"[""(양방)비타민D과다증""]",3,4
unique_disease_codes,BN922,"[""(한방)사춘기의 과다월경""]",3,4
unique_disease_codes,AB659,"[""(양방)상세불명의 주혈흡충증""]",3,4
unique_disease_codes,AA665,"[""(양방)강고사""]",3,4
unique_disease_codes,BZ319,"[""(한방)상세불명의 출산관리""]",3,4
unique_disease_codes,AM2150,"[""(양방)후천성 갈퀴손 만곡수 독수리발 및 만곡족 여러 부위"",""(양방)후천성 갈퀴손, 만곡수, 독수리발 및 만곡족, 여러 부위""]",3,4
unique_disease_codes,BH6640,"[""(한방)상세불명의 화농성 중이염 한쪽 또는 상세불명""]",3,4
unique_disease_codes,AS462,"[""(양방)이두근 기타 부분의 근육 및 힘줄의 손상""]",3,4
unique_disease_codes,BZ015,"[""(한방)진단적 피부 및 민감성검사""]",3,4
unique_disease_codes,AS079,"[""(양방)머리의 상세불명 부분의 으깸손상""]",3,4
unique_disease_codes,BM4329,"[""(한방)척추의 기타 유합 상세불명의 부위""]",3,4
unique_disease_codes,AW011,"[""(양방)미끄러짐 걸림 및 헛디딤에 의한 동일 면상에서의 낙상 집단 거주시설"",""(양방)미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 집단 거주시설""]",3,4
unique_disease_codes,AZ042,"[""(양방)작업사고후 검사 및 관찰""]",3,4
unique_disease_codes,BR091,"[""(한방)흉막염""]",3,4
unique_disease_codes,BM4192,"[""(한방)상세불명의 척주측만증 경부"",""(한방)상세불명의 척주측만증, 경부""]",3,4
unique_disease_codes,BS22050,"[""(한방)T7 및 T8 부위의 골절 폐쇄성"",""(한방)T7 및 T8 부위의 골절, 폐쇄성""]",3,4
unique_disease_codes,AM2177,"[""(양방)사지길이부동(후천성) 발목 및 발"",""(양방)사지길이부동(후천성), 발목 및 발""]",3,4
unique_disease_codes,AF110,"[""(양방)아편유사제 사용에 의한 급성 중독""]",3,4
unique_disease_codes,BL663,"[""(한방)농양성 두피모낭주위염""]",3,4
unique_disease_codes,AT281,"[""(양방)식도의 화상""]",3,4
unique_disease_codes,AG110,"[""(양방)선천성 비진행성 운동실조""]",3,4
unique_disease_codes,BH010,"[""(한방)안검염""]",3,4
unique_disease_codes,AM7261,"[""(양방)괴사성 근막염 어깨부분"",""(양방)괴사성 근막염, 어깨부분""]",3,4
unique_disease_codes,BM6580,"[""(한방)기타 윤활막염 및 힘줄윤활막염 여러 부위""]",3,4
unique_disease_codes,BN219,"[""(한방)상세불명의 하부요로결석""]",3,4
unique_disease_codes,AQ718,"[""(양방)팔의 기타 감소결손""]",3,4
unique_disease_codes,AM4352,"[""(양방)기타 재발성 척추불완전탈구 경부""]",3,4
unique_disease_codes,BL30,"[""(한방)기타 피부염""]",3,4
unique_disease_codes,AH958,"[""(양방)귀 및 유돌의 기타 처치후 장애""]",3,4
unique_disease_codes,AR390,"[""(양방)요유출""]",3,4
unique_disease_codes,BM7917,"[""(한방)근통, 발목 및 발"",""(한방)근통 발목 및 발""]",3,4
unique_disease_codes,AM0020,"[""(양방)기타 연쇄알균성 관절염 및 다발관절염 여러 부위"",""(양방)기타 연쇄알균성 관절염 및 다발관절염, 여러 부위""]",3,4
unique_disease_codes,BM6635,"[""(한방)굴근힘줄의 자연파열, 골반 부분 및 대퇴"",""(한방)굴근힘줄의 자연파열 골반 부분 및 대퇴""]",3,4
unique_disease_codes,AN742,"[""(양방)여성 매독성 골반염증질환(A51.4† A52.7†)""]",3,4
unique_disease_codes,AW555,"[""(양방)기타 포유동물에 의한 물림 또는 부딪힘 상업 및 서비스 구역""]",3,4
unique_disease_codes,AI410,"[""(양방)달리 분류된 세균성 질환에서의 심근염""]",3,4
unique_disease_codes,AQ532,"[""(양방)양쪽 미하강고환""]",3,4
unique_disease_codes,AS722,"[""(양방)전자하골절""]",3,4
unique_disease_codes,AM9482,"[""(양방)연골의 기타 명시된 장애 위팔""]",3,4
unique_disease_codes,BL2080,"[""(한방)아토피성 신경피부염""]",3,4
unique_disease_codes,BM4790,"[""(한방)상세불명의 척추증 척추의 여러 부위""]",3,4
unique_disease_codes,BS708,"[""(한방)엉덩이 및 대퇴의 기타 표재성 손상""]",3,4
unique_disease_codes,AE708,"[""(양방)방향족아미노산대사의 기타 장애""]",3,4
unique_disease_codes,BE1064,"[""(한방)혈당조절이 되지 않은 1형 당뇨병""]",3,4
unique_disease_codes,AS021,"[""(양방)두개저의 골절""]",3,4
unique_disease_codes,BG553,"[""(한방)기타 등병증에서의 신경근 및 신경총 압박(M45-M46†, M48.-†, M53-M54†)"",""(한방)기타 등병증에서의 신경근 및 신경총 압박(M45-M46† M48.-† M53-M54†)""]",3,4
unique_disease_codes,AM4010,"[""(양방)기타 이차성 척주후만증, 척추의 여러 부위"",""(양방)기타 이차성 척주후만증 척추의 여러 부위""]",3,4
unique_disease_codes,AH65103,"[""(양방)재발성 앨러지성(점액성)(혈액성)(장액성) 급성 및 아급성 중이염, 양쪽""]",3,4
unique_disease_codes,AZ3790,"[""(양방)상세불명의 분만 결과 임신 34주 미만"",""(양방)상세불명의 분만 결과, 임신 34주 미만""]",3,4
unique_disease_codes,AT592,"[""(양방)포름알데히드의 독성효과""]",3,4
unique_disease_codes,BD233,"[""(한방)얼굴의 기타 및 상세불명 부분의 피부의 양성 신생물""]",3,4
unique_disease_codes,AH3319,"[""(양방)상세불명의 망막분리""]",3,4
unique_disease_codes,BM7989,"[""(한방)기타 명시된 연조직장애, 상세불명 부분""]",3,4
unique_disease_codes,AK284,"[""(양방)출혈이 있는 만성 또는 상세불명 위공장궤양""]",3,4
unique_disease_codes,AM8554,"[""(양방)동맥류성 골낭 손""]",3,4
unique_disease_codes,AF25,"[""(양방)조현정동장애""]",3,4
unique_disease_codes,AS497,"[""(양방)어깨 및 위팔의 다발손상""]",3,4
unique_disease_codes,BU623,"[""(한방)망양증(亡陽證)""]",3,4
unique_disease_codes,AM8181,"[""(양방)기타 골다공증 어깨부분""]",3,4
unique_disease_codes,C630,"[""(약국)눈 및 눈부속기/작열감""]",3,4
unique_disease_codes,BG632,"[""(한방)당뇨병성 다발신경병증(4단위 및 5단위 숫자 .41에 해당되는 E10-E14†)""]",3,4
unique_disease_codes,AF22,"[""(양방)지속성 망상장애""]",3,4
unique_disease_codes,AH50,"[""(양방)기타 사시""]",3,4
unique_disease_codes,AO82,"[""(양방)제왕절개에 의한 단일분만""]",3,4
unique_disease_codes,AM8728,"[""(양방)이전의 외상에 의한 골괴사 기타 부분""]",3,4
unique_disease_codes,AK252,"[""(양방)출혈 및 천공이 모두 있는 급성 위궤양""]",3,4
unique_disease_codes,AS4245,"[""(양방)상완골 관절융기의 상세불명 골절""]",3,4
unique_disease_codes,BM1987,"[""(한방)기타 명시된 관절증 발목 및 발""]",3,4
unique_disease_codes,BK2591,"[""(한방)출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양""]",3,4
unique_disease_codes,AC5060,"[""(양방)유방의 겨드랑꼬리의 악성 신생물 오른쪽""]",3,4
unique_disease_codes,AS724,"[""(양방)대퇴골 하단의 골절""]",3,4
unique_disease_codes,AM6227,"[""(양방)근육의 허혈경색증 발목 및 발"",""(양방)근육의 허혈경색증, 발목 및 발""]",3,4
unique_disease_codes,AM4112,"[""(양방)연소성 특발성 척주측만증, 경부"",""(양방)연소성 특발성 척주측만증 경부""]",3,4
unique_disease_codes,AP002,"[""(양방)산모감염 및 기생충 질환에 의해 영향을 받은 태아 및 신생아""]",3,4
unique_disease_codes,AM904,"[""(양방)헤모글로빈병증에 의한 골괴사(D50-D64†)""]",3,4
unique_disease_codes,AO058,"[""(양방)기타 및 상세불명의 합병증이 동반된 완전 또는 상세불명의 기타 유산 (O08.3-O08.9의 병태)""]",3,4
unique_disease_codes,AA065,"[""(양방)아메바성 폐농양""]",3,4
unique_disease_codes,AZ47,"[""(양방)기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람""]",3,4
unique_disease_codes,AT241,"[""(양방)발목 및 발을 제외한 엉덩이 및 다리의 1도 화상""]",3,4
unique_disease_codes,AT461,"[""(양방)칼슘통로차단제에 의한 중독""]",3,4
unique_disease_codes,BF208,"[""(한방)기타 조현병""]",3,4
unique_disease_codes,AX589,"[""(양방)기타 명시된 요인에 노출 상세불명 장소""]",3,4
unique_disease_codes,AG31,"[""(양방)달리 분류되지 않은 신경계통의 기타 퇴행성 질환""]",3,4
unique_disease_codes,AM8422,"[""(양방)골절의 지연유합 위팔""]",3,4
unique_disease_codes,AP209,"[""(양방)상세불명의 자궁내저산소증""]",3,4
unique_disease_codes,AQ219,"[""(양방)심장중격의 상세불명의 선천기형""]",3,4
unique_disease_codes,AM995,"[""(양방)신경관의 추간판협착""]",3,4
unique_disease_codes,BM0093,"[""(한방)상세불명의 화농성 관절염 아래팔""]",3,4
unique_disease_codes,BO06,"[""(한방)상세불명의 유산""]",3,4
unique_disease_codes,AS933,"[""(양방)발의 기타 및 상세불명 부분의 탈구""]",3,4
unique_disease_codes,AO29,"[""(양방)임신중 마취의 합병증""]",3,4
unique_disease_codes,AI221,"[""(양방)하벽의 후속심근경색증""]",3,4
unique_disease_codes,BK111,"[""(한방)침샘의 비대""]",3,4
unique_disease_codes,AD26,"[""(양방)자궁의 기타 양성 신생물""]",3,4
unique_disease_codes,AZ041,"[""(양방)운수사고 후 검사 및 관찰""]",3,4
unique_disease_codes,AS6250,"[""(양방)엄지의 패쇄성 골절""]",3,4
unique_disease_codes,AS361,"[""(양방)간 또는 담낭의 손상""]",3,4
unique_disease_codes,AO694,"[""(양방)전치맥관이 합병된 진통 및 분만""]",3,4
unique_disease_codes,AC678,"[""(양방)방광의 중복병변의 악성 신생물""]",3,4
unique_disease_codes,BK643,"[""(한방)4도 치핵""]",3,4
unique_disease_codes,AJ469,"[""(양방)상세불명의 천식을 동반한 천식지속 상태""]",3,4
unique_disease_codes,AS5254,"[""(양방)바닥쪽 경사와 관절내골절을 동반한 요골 하단의 골절""]",3,4
unique_disease_codes,AK910,"[""(양방)위장수술후의 구토""]",3,4
unique_disease_codes,BS742,"[""(한방)엉덩이 및 대퇴 부위의 피부감각신경의 손상""]",3,4
unique_disease_codes,AP599,"[""(양방)상세불명의 신생아황달""]",3,4
unique_disease_codes,BM4894,"[""(한방)상세불명의 척추병증 흉추부""]",3,4
unique_disease_codes,AM6629,"[""(양방)신근힘줄의 자연파열 상세불명 부분""]",3,4
unique_disease_codes,AS36007,"[""(양방)강내로의 열린상처가 없는 비장의 손상, 외상성 파열""]",3,4
unique_disease_codes,BD361,"[""(한방)말초신경 및 자율신경계통의 양성 신생물""]",3,4
unique_disease_codes,AN740,"[""(양방)자궁경부의 결핵감염(A18.17†)""]",3,3
